OBJECTID,GLOBAL_ID,AIRPORT_ID,DESIGNATOR,LENGTH,WIDTH,DIM_UOM,COMP_CODE
20174,001B4CD7-BDDC-40B9-AE40-3761D4A80F77,9DC28924-78AB-4D71-B6C9-918BE082E139,01-19,4001,75,FT,ASPH
20208,A8186093-C7CB-434A-B609-743EBFA4B1A7,123529A0-3B1B-4FAC-85C9-E4028E1CED89,01-19,3832,50,FT,ASPH
20246,B9149A2E-9E83-451C-B9E7-E629271DB0FA,5D9D489B-BC35-4420-99A0-684074DA17F1,01-19,2498,75,FT,ASPH
20293,0B1E0F5C-481D-40A5-9018-E3863A7A1202,E7C1F76F-493A-4526-B0F3-98DB9E4EDF57,01-19,5000,150,FT,ASPH
20310,C9C5F19F-4250-4F8E-8DF5-7C38DFE80692,443DFC89-7918-471E-91D2-7E8BD3EE3A96,01-19,6001,100,FT,ASPH
20423,57AB0B27-394E-4E34-AB18-04452E0162AA,1179AD8A-C856-43EC-AD05-7402CCE56036,01-19,3038,150,FT,ASPH
20444,40E35E8D-4C6A-4ACB-AE33-2FB3462A842B,2DEAA3BE-8973-437F-8274-7F77D3A37396,01-19,2100,75,FT,ASPH
20448,EC6224B6-E5C0-49AF-AC59-79F363CA0076,E951F0BE-9ADE-4EBA-AF9D-BC6CDFD7F42A,01-19,5328,200,FT,ASPH
20501,9D81F576-036F-4510-B788-9FAF92B0E458,D2CC1B03-78E6-495B-AD13-F7E29F034413,01-19,1798,75,FT,ASPH
20169,7BF04EA9-F149-4546-A812-745A9E99D574,45BE111B-AACF-4E65-96BC-2F526BD37320,01-19,2548,75,FT,GRASS
20222,DBCC77B8-881C-4C4F-8648-400E8C6FC0C8,8EB28462-8D42-462A-B9DA-66CEEADEDB14,01-19,2113,15,FT,GRAVE
23243,756CE67C-9B91-4CE8-ADCE-4824C4B76034,AD573CCB-6372-4EE9-8573-19470EDC6A11,01/19,3292,22,FT,ASP+DIRT
1287,CFF694CD-A13A-48CD-BE4A-BC1322249E20,CFCC5F50-8870-4955-B17D-A15BB5CF4777,01/19,2330,160,FT,ASP+GRS
8487,08A5CCDA-26C1-46C7-814D-5B73841379CC,946126D5-656B-42B2-8519-27E6C494AD14,01/19,2500,150,FT,ASP+GRS
22344,6B6C7659-FF9E-4C51-B7E4-9245CFA2DAF1,C0A88A81-F749-4F51-A9E9-9D2469E08B94,01/19,2202,123,FT,ASP+GRS
5335,72E766E7-326F-4C72-B5EE-EC15373262E2,30FC02C0-4B23-44DB-B491-F92448A07938,01/19,750,300,FT,ASP+GRVL
18780,038B5ABF-5FAA-49E7-911C-7768719DA5D8,62F1CE01-5E5F-4EA4-98C1-269D3B2E8801,01/19,2400,300,FT,ASP+GRVL
136,A0F5B944-A027-4DDB-8D57-3AD12B2E5D02,20E74C94-3C37-4E88-9CCA-F03EBB6FEAAD,01/19,3997,100,FT,ASPH
161,95EE57A5-DCE3-4976-8411-02936B093619,4424E58F-2CC6-4CF3-A067-5ACF87EF423F,01/19,9000,150,FT,ASPH
175,F6329719-0849-41D6-AAD6-DF25C89EAB2A,2D8A90A9-1A57-4074-A821-9D9C37D434E0,01/19,6400,150,FT,ASPH
407,B2201BAE-B168-4DA8-B2E6-443295B23A1F,E15DBD84-632F-45B2-BBBC-DA4DE9399551,01/19,3992,75,FT,ASPH
701,9A7669F1-12F5-4945-919C-BCE69677B163,DCA7B73A-E2AA-431F-845A-17FE026ED948,01/19,3050,75,FT,ASPH
708,C7BA7541-1475-4860-992E-6DA44C93B6F4,7321D15B-D6D6-4A26-8EDC-BB95B80BDA1B,01/19,5005,150,FT,ASPH
711,286EF562-9CCA-422A-9E0B-F9CE9B88BD55,4E98704F-8154-40EF-A2AA-7E7450689A49,01/19,6604,100,FT,ASPH
940,3F7C452B-106D-4BDA-BB40-20B0578545E1,124221BD-E7D3-4C63-947F-9A693A574E2D,01/19,5003,80,FT,ASPH
967,A13DFA48-D978-405A-8B3C-2FA6B2C1F7DA,754F4B78-90FC-4867-B897-F41B4D052EF2,01/19,5144,80,FT,ASPH
1141,ACB4EEE0-B398-43CC-B128-3E2182330DD9,EBEF7F07-7C63-48E8-91F5-71E05E11FF28,01/19,6502,100,FT,ASPH
1160,8FC46ED7-3D65-49B4-AADD-7A0787DC3F19,0C100369-727B-4313-BBE5-126E5C1C2EE2,01/19,2980,50,FT,ASPH
1248,4ACD15BF-F139-44C6-9D2F-1EB8903CE6F7,AA18DC71-8FD6-4364-9E22-D2505C3A31B3,01/19,3994,75,FT,ASPH
1259,7FBF19FC-FB0C-4B41-85C3-098C0E2DC87C,67E57B0F-141C-4590-927E-6100CD2D840E,01/19,3799,75,FT,ASPH
1271,51F768FF-0487-4A5B-A075-64709E67C5F6,A5D477B2-8539-452F-AF5E-BFD129DF2DAC,01/19,6008,100,FT,ASPH
1276,5557F40D-B6F1-40EF-AF98-CAD453907EE0,A229C95F-4973-4DF7-98E9-E54F55053A51,01/19,3202,75,FT,ASPH
1342,1D19ED39-8C4C-43E8-B143-82B6190CF565,9AF68FC7-BF24-4077-908F-DB11C69AA515,01/19,4400,75,FT,ASPH
1459,A7FF7631-98FE-4496-8125-FB154627C9D6,A29699FC-E8D5-42DC-8B26-D8F8266BEED3,01/19,4199,45,FT,ASPH
1501,4FF892B6-8565-43DA-8381-0300147DB463,8F99F92D-DDC2-44E1-B49D-CE21ABC72D65,01/19,6250,100,FT,ASPH
1593,65001188-DCAB-4171-942E-B2AA1FF56CAB,F814E6B4-A908-4AF9-84D0-0AC543417E94,01/19,7150,100,FT,ASPH
1709,AD75D47E-FD77-42D9-B2CE-CCECFBB4F12B,F5A41941-2A4A-492B-9A82-4365F7008322,01/19,4670,44,FT,ASPH
1717,188E037B-65AC-4B50-A823-94269AD3D532,A74765EA-2BEC-49AB-A0E9-EA30250212CC,01/19,6350,75,FT,ASPH
1849,3295EB64-EBFD-404D-B19C-5633D86FC1A8,4216132E-9BC9-486F-BA8E-A3C531230B23,01/19,3995,75,FT,ASPH
1868,3B50E482-8057-47DC-ADC7-C7F9C642E103,07A263C0-1A92-4AB4-A3DB-14FA76FC425F,01/19,4501,150,FT,ASPH
1910,0A97BCA0-86D4-4FF3-B24A-EFBB7563C147,790F759E-F207-4E83-8EE3-E9E42C5A80BC,01/19,1800,300,FT,ASPH
2047,8D138FFB-D4C2-47F8-A724-40BD10BA7444,5F38C67F-6566-4777-9556-738EF699071D,01/19,4000,300,FT,ASPH
2142,14AC293C-AA17-44C2-88BD-9D8DC4F0CBF3,A0942D60-CCF1-4484-B0B1-3302057FB68F,01/19,2834,50,FT,ASPH
2178,08DF27EB-2548-4205-A40C-0C8CEB89F92A,E416D40B-F4B1-4BBD-AE51-2D1F5C287510,01/19,3401,60,FT,ASPH
2314,D2F3ABAE-0C99-405F-87D4-B4E4AAC1E06B,19A77E97-D852-49F1-8D34-A018EB33F446,01/19,6008,150,FT,ASPH
2830,210E1145-CACD-4C49-A079-01CB9E4BA18E,AF910249-7651-4F26-905F-F28F9572ECAB,01/19,5010,50,FT,ASPH
3086,17F55B01-5129-4614-9A4B-4232F68F6A50,4593AE17-A8D1-44DA-9A79-8125E23BDFEE,01/19,8100,100,FT,ASPH
3229,D1B5253A-781C-46EB-85C5-158CE93F0937,96204F8C-A545-4DF9-943D-5472C5BC1697,01/19,7169,150,FT,ASPH
3322,09C4946C-F68F-4FF1-98D6-35EDE5A476AD,691231FC-D4B3-4768-A3BC-9950CF325783,01/19,1800,50,FT,ASPH
3350,F1CDA6FB-08B0-4A74-8B8A-8767B07D5BFF,16BD0746-C96B-4296-AE29-0D78B7CEBCA8,01/19,2200,300,FT,ASPH
3396,0F3CBBDF-C90E-44ED-B14A-BFB41D8D2F0E,E49D92B0-9123-4A8F-8AF4-A057B2FB3192,01/19,7012,150,FT,ASPH
3575,D8DB2059-C7CA-4DFA-BB42-FC55D0ECF202,13D5136E-1EAA-4127-AC20-68A7689FD6AB,01/19,5398,75,FT,ASPH
3854,C4FE208A-E8D3-4A01-AE10-76BCD8340655,FF691D65-DD89-4208-9D23-6002059608A8,01/19,5000,75,FT,ASPH
4048,C88473D5-D777-4A02-B198-ED1B614D3756,0BA8C641-B92A-40B8-9855-18D796C0DE68,01/19,7136,200,FT,ASPH
4062,C947EA29-DC32-47C8-9C46-8C2A435047FD,18648990-506E-426C-A0FE-2B0E9261BF3E,01/19,4000,300,FT,ASPH
4116,11D8D0E9-CCD7-4A5D-80D5-7406E69B2782,9DD8A2D9-90C8-4D32-8042-E2BFDF2A4685,01/19,2500,60,FT,ASPH
4215,136292A7-89E8-4285-BA1E-C3ADA4BF357E,5EE9B9D6-4CE5-4BA4-8611-FBAEC673C15E,01/19,5234,100,FT,ASPH
4280,584DD823-9C40-4A30-84BD-6382BC742A7E,0CA305F4-45EC-42AA-8D6A-00D579055EC5,01/19,4694,100,FT,ASPH
4462,933CB1D4-B8A0-413C-927A-3EB094731B0B,F38FC3FD-0020-42F2-8E67-167C631B3EC4,01/19,5760,100,FT,ASPH
4576,3424AA34-365A-42F6-946C-36ED1BD63104,FA5C83A3-C31E-40A9-9432-1A7A3F6E7129,01/19,4000,75,FT,ASPH
4588,5924F39D-F99C-4688-A447-9C9673D600FA,4C1E0305-7E82-43E0-A6DD-901828F33C36,01/19,6006,150,FT,ASPH
4613,CF145E3B-3DDC-4C40-B3C5-5DDC51A29366,9EB15280-44EC-4263-B4EF-208F813E52EF,01/19,4525,75,FT,ASPH
4617,874DBD39-7243-404F-83F8-880FE35AF61A,21949D7C-6EDE-49A2-BDA6-47F6AF06ECF1,01/19,2000,300,FT,ASPH
4822,B7A3B026-0386-4044-B2DD-4F12B01BB7C4,4EA2BE9B-FD18-4786-B2D7-54F8805AAED8,01/19,5701,100,FT,ASPH
5103,E1180F15-80C1-4C35-B1AA-EC8E2BBD2137,E2A2A06D-5A50-484A-9A2A-EAB966348088,01/19,4314,75,FT,ASPH
5328,21D3CDFB-223D-412A-BFEB-5AE61AE8B196,D5E04601-CBDF-4786-AA94-2BC72819A77C,01/19,2983,48,FT,ASPH
5459,9E92F5FF-518C-4179-B2BF-F31750766C5E,8A3E232C-C511-41BB-955A-4F9F274D69F1,01/19,3727,50,FT,ASPH
5597,768D39C3-2FBA-49E8-A0AF-CC0A87E25CDA,FC80BD91-14A9-4419-9195-599BD3B9728F,01/19,3400,60,FT,ASPH
5806,CC2BA438-A15B-44D3-A7C2-BCF4A5CC2FA8,2C2E3311-E418-4CEB-8625-B7A209A790E5,01/19,3200,60,FT,ASPH
6385,6A4816EB-9AE5-4FF3-9033-7181B237C609,5798C111-3F72-4CAC-BD5A-087832E38A21,01/19,5102,75,FT,ASPH
6498,B032F3FC-41EB-456A-AB4E-D1AAB147F82C,AF009576-FFA1-4A64-AB97-BFD47C86EE84,01/19,5000,100,FT,ASPH
6590,093ABFE0-BB4C-497B-BB4D-589396C20EA7,BC989C58-FB48-464D-B51B-6E6462509A80,01/19,4400,75,FT,ASPH
6842,A4F8997C-4C40-4C02-AD69-4808A899A3FC,78B673EA-C7DB-4D2D-B9A2-99D6779396DD,01/19,2653,45,FT,ASPH
6947,C7372125-73DA-4644-99A4-CACBFEEB1911,55534C74-BFC8-487A-893E-53514B66EF21,01/19,3200,40,FT,ASPH
7055,79E0506A-3E5D-4A56-B918-53B4D222CF17,4F13E1B9-56E8-46A3-961F-3352A3A1ECBA,01/19,4400,75,FT,ASPH
7059,F7413B64-8B2D-4645-8E18-2452E59348CF,1FDE7737-8AAC-4724-9EB2-D1D6170E3E55,01/19,3000,60,FT,ASPH
7152,9B332F3D-EC39-42F5-89F4-95017B51ED91,2B98D129-5654-449D-ABD1-55C26A42EB83,01/19,1971,75,FT,ASPH
7205,10D5317F-28B8-4BFD-87D2-DBA0D210BA79,04D17092-E85B-457E-BA7D-A69544B8BC8C,01/19,5002,100,FT,ASPH
7386,DF000824-F505-4426-BAD5-838CB23A1C56,0E3ACCEF-DB97-4DC8-BC6E-52765E32585B,01/19,5000,75,FT,ASPH
7461,09D6619F-278D-45A3-9311-9D60E3E0A1AF,625335FA-513A-4712-B3ED-9003732B8384,01/19,3501,75,FT,ASPH
7659,010C349F-CDDB-434D-B111-D31FC1630129,77A6705B-490B-44D3-A4AB-B4E1B3280EA0,01/19,3100,75,FT,ASPH
7663,05FB4AA3-7CDC-4EFC-A711-3C6440E89C79,652D578D-E25C-46FE-8DF0-EE5B54115332,01/19,3093,30,FT,ASPH
7715,84DB82CE-EF21-4348-B8C7-4B87424E003C,B265DF4D-0D63-426C-88AB-009F1F2BD0CB,01/19,5004,75,FT,ASPH
7740,BBDB1732-A2E2-4902-A1DF-80B910440167,88AA0B33-08B8-49CC-B8D0-20A2776B76F0,01/19,3293,25,FT,ASPH
7893,72C0D6DC-6991-4A9F-9D8C-3D0DDD3F1080,A3F84164-38DC-4F71-AF9C-5676F4DB3425,01/19,5001,75,FT,ASPH
7906,514438E4-82BC-4A51-BB35-421CFA435880,A6E3A99D-DD76-404D-9FEE-CAC3896CA612,01/19,1898,50,FT,ASPH
7959,8EFF3F73-3E2B-4A2F-A74B-8FB8FA343014,33FE2F88-CCF1-462D-9ABE-AA1D3138180D,01/19,2850,75,FT,ASPH
8115,6553AA73-50ED-495B-98D6-7CD6017EEE5A,C886DAA7-66D5-4BB9-9408-089726629EF2,01/19,1704,85,FT,ASPH
8227,2B43D4E6-9F8B-4AED-836C-8912409C1B6A,AC5B9428-ABBE-4578-B84A-A6E187C416C3,01/19,2700,60,FT,ASPH
8229,3DF38079-8A98-4F47-A23B-4557AA9803CF,575CAA2F-2538-4076-9647-9E74E8A95C15,01/19,2400,50,FT,ASPH
8336,F4F65512-1AFE-4245-A1CE-C143709AC291,172F68D0-D197-4B63-8D79-C550DEFDFD9B,01/19,4003,100,FT,ASPH
8399,ABD8C6A8-1AB4-4956-8FA5-F5DDE4518D29,FDDA0606-6666-4A4A-A43B-74CE11B18EA4,01/19,7441,150,FT,ASPH
8523,7AAE16D5-4DBD-4A7E-863A-F18B363ED3D1,70DD8ED7-3B97-4F4B-A6EA-F099561E010C,01/19,1200,300,FT,ASPH
8686,68B1FE8B-0AD1-497E-B581-57446820234A,7BAD7878-5E3C-4B90-BE90-F224D925E593,01/19,3503,75,FT,ASPH
8766,EEB7156E-A8E5-47C1-8A67-7E03F51A64A4,392D7DD9-D63D-4E5F-8A95-9BB20A22AE27,01/19,6501,150,FT,ASPH
8793,F5858B83-FC6C-4D9E-A0F7-63A00C59641B,0F43A3CF-B440-4C9C-B464-528AFBF38553,01/19,2721,75,FT,ASPH
8795,54176843-809F-4762-8809-C17BA4D982CD,E9FFE076-7538-498A-8B5D-D0DF6FA01906,01/19,2501,50,FT,ASPH
8800,BA6C7AE0-65B2-439A-8F7E-5379179F6131,16194008-DC8C-4394-B3DC-E7606458EC6F,01/19,3500,75,FT,ASPH
8802,5E469B03-3FA6-46DE-B462-69E9366FF1B8,431B5B5A-B1D4-4A26-9A02-A5B82A41906D,01/19,9072,150,FT,ASPH
8814,F1442169-629F-45E3-8FA2-81A9F8567274,9BF56A9D-FDAC-4AA2-8380-A27D9A69451A,01/19,9000,150,FT,ASPH
9425,7E85D13B-4BBD-49C9-B66E-14A805A42DA9,C5951740-3862-4422-814A-D05873D5EE80,01/19,4000,75,FT,ASPH
9637,D949538F-9C88-4455-8A47-96B6D193A015,CCDC74DC-CAD8-4D02-A806-E5AECD1DDA31,01/19,5001,100,FT,ASPH
9832,C8DFB1C6-3785-4302-AEA8-77D2BD97497B,A8C6E673-0DFC-46FC-934C-BA842AD1B285,01/19,3060,50,FT,ASPH
9975,3F1E4E6C-9AB0-4524-A51B-C0603D43B068,12041DF4-97F0-40FE-9AFB-A17F7FDDFE10,01/19,5001,100,FT,ASPH
9992,8478BDFC-1D6E-4C89-8360-40148711EBBC,1C1B585F-DE29-4012-9D6A-8D8532536AEA,01/19,3000,300,FT,ASPH
9997,4B68F19D-731F-4850-BC93-E37F3AF561C4,2C560A0D-8AC6-4CA1-9687-E63CE1811DCB,01/19,5001,75,FT,ASPH
10050,F2198BB1-7787-4129-9FDD-5520DF1903B2,49EF308E-4735-4F1C-A0AF-E2DF7767F33F,01/19,3199,60,FT,ASPH
10091,86655C01-21D6-4982-9247-069ADB58C05A,18AD3E64-B25D-47EF-841C-CF077F78CAA4,01/19,2508,80,FT,ASPH
10151,2A959804-7A21-421E-A3A7-0A58F6624B06,4FB34F3C-9B2D-4599-A8EA-1EE0BA29B30C,01/19,4200,75,FT,ASPH
10239,3009217A-DAEF-479A-8323-92DE876A13A6,DA6ECBA0-8807-463C-952A-C40D387915F2,01/19,5705,100,FT,ASPH
10321,7D37D6E6-A80A-4C96-A1A3-3DEEF0654E29,B86FC1CF-B6A7-42D9-83BB-C875A82F468A,01/19,3376,300,FT,ASPH
10387,3822B6E8-01EA-4B3F-BBA9-1E9844587B6F,A842B95E-1884-4412-BF3A-1F65E95EFBB0,01/19,8400,150,FT,ASPH
10391,7F3C0981-8475-472D-8A71-029D568B11ED,A70D92B6-13BF-4CC9-9ED3-6E1C3453D2AE,01/19,6100,75,FT,ASPH
10409,034D8E9E-B395-4755-984A-B9B0924E0065,8A55C7E3-79CB-45CA-9FA4-7DDE66C516BD,01/19,3575,300,FT,ASPH
10504,67352588-0976-4044-A942-DA811E3FA1CF,FE805232-0B2E-4978-BC5B-6AE1D055FA9F,01/19,4789,150,FT,ASPH
10509,1345C654-2A46-49A8-B524-6704D3B66470,3BBA553E-E3B0-427C-B599-E7B0AF2CCE74,01/19,3000,300,FT,ASPH
10544,1387B9AE-DF7C-485D-A665-B45D1A43C628,458A1456-81ED-4450-BB63-125C9F08A275,01/19,4501,75,FT,ASPH
10596,B9656E85-525D-4736-B2F1-736B1430090A,D3B74BA7-09DF-469C-9C68-BC8C1E825105,01/19,6001,100,FT,ASPH
10642,A9ABBB75-407B-4D40-988D-017D5B4578F3,A91BD61E-7100-456D-B5D9-95C8F6DA8C7B,01/19,4400,150,FT,ASPH
10700,87ABA772-A603-4706-8710-8967BC7DCD37,F48FF330-5351-47F1-8474-0139069AA9F8,01/19,6200,100,FT,ASPH
10849,DA6FC997-2897-4DD4-8461-6A932306D653,1EFBB44E-BB61-48DA-9F8B-DE29374B8A09,01/19,4000,300,FT,ASPH
10866,4AE009CF-6874-44ED-8B59-FCE3E091E14E,FA1D616F-E80D-4754-98B0-87672F4FE3AF,01/19,5000,100,FT,ASPH
11349,9960A7D3-ED23-4664-AB34-AD8672722417,48B8A6A3-883A-4037-9C81-314F8500A5B2,01/19,1926,300,FT,ASPH
11362,AE11B23E-B3FA-4157-9D50-27273422374A,1F7124F0-B76B-46C4-8504-0A9FB44534D6,01/19,2500,300,FT,ASPH
11494,3A2728DE-D508-4D69-8C54-B389E12FB29C,01B630DB-AF41-4ECC-977F-1E37F2139A96,01/19,2511,58,FT,ASPH
11620,FBA15F74-FED6-4437-9BBC-6D4580AC871D,CF271576-A39D-406D-BC77-EFFC173235E6,01/19,3496,75,FT,ASPH
11783,0655FAA1-CC76-4ABA-86D8-29A6F04EC2FB,45570E61-BA40-4706-8514-7B09550E534B,01/19,2767,40,FT,ASPH
11872,8B08E70B-7EFC-48B9-86AC-4542B7EA72D2,3E7BE22A-56E7-4B39-8B12-29A41E489E2F,01/19,3304,75,FT,ASPH
11895,6EAED41E-4846-418A-89F6-193ABF6CC318,403BC10F-A129-4302-9922-F2DEAC233513,01/19,5700,75,FT,ASPH
11924,EC91AE18-10B3-4506-8ED4-06123794E090,73466E10-0C51-4EBF-9E87-A15F85A766C0,01/19,4704,60,FT,ASPH
11960,895EC6ED-A271-4B51-BBDC-62E375D6091D,CBDE4FAF-D59C-4126-8BA0-571EBACD87D4,01/19,5013,75,FT,ASPH
11978,91C73F7F-33DA-4960-BCA7-89D663450145,E70080A9-3469-426E-945D-626925FE6E7C,01/19,7000,150,FT,ASPH
11998,B8267276-CCAF-473C-B93D-7557AF570C3B,6CD9636B-AA61-4DC5-821E-1F2AE5BDE426,01/19,5252,150,FT,ASPH
12020,A2A9242A-75A5-4143-86B0-1CB4FC0E47CE,64958F6F-3285-400F-9D85-B2D5C47481FA,01/19,3000,300,FT,ASPH
12063,A8469DAA-684B-48D4-9955-33E261B39F28,9F06243E-0882-42B3-8705-540C038EB41E,01/19,5700,60,FT,ASPH
12096,2C57DDA1-DCB7-4226-A65D-67C4A479FD4B,F87DDC4D-7767-4DA7-9044-CB1547ADF80E,01/19,5003,60,FT,ASPH
12302,D5688B7B-BE96-4BF8-8CD2-A2E9727FAB07,694277CB-0B49-4057-BA9E-063312774678,01/19,8500,150,FT,ASPH
12413,A4574F77-EEA4-4AF4-911C-309D17766AB1,AE5449C8-C612-448D-8A99-3BE95F4FAD3F,01/19,2465,300,FT,ASPH
12522,E6ED003E-76F1-4A4D-B243-5B0D715EC0D5,EBCF6A95-26D9-49D3-BA1F-C95E6AC23CEE,01/19,5516,150,FT,ASPH
12538,16575495-74E3-4F0F-8AD4-7C45F51CA61C,B07DFBEE-6CBE-49B3-B83C-D5CB04B61DA8,01/19,5000,150,FT,ASPH
12574,E9E901FF-E818-4134-A7F9-CB5188CA8E89,6A94FD6E-665B-4046-AF4D-9A8AC75BB8C6,01/19,2200,60,FT,ASPH
12622,DC70F705-ABE6-4799-9CCE-ED9848A7C19A,500A4881-AC38-4F7D-93BF-6897D595B940,01/19,4727,75,FT,ASPH
12668,3CD5633A-36D2-4E33-8544-CB3A4ECD26E7,40A6BD66-C119-49C6-A2C1-242C17F3F748,01/19,4592,75,FT,ASPH
12719,08D99715-E298-46EA-8D3F-79D140B773ED,F4C6AD3C-85B3-4FB1-BF9D-7BA46800BDD4,01/19,7601,150,FT,ASPH
12763,5B04E024-07E7-4AF0-A3FF-A6DC25195A56,8855D095-B16E-44B8-B590-3D09AF88287F,01/19,5499,100,FT,ASPH
12862,8E8513B0-0C01-4009-BAC5-86AB1F182492,48480FAE-A8A7-4C55-A9D5-098A8D4D5EDD,01/19,3501,75,FT,ASPH
12990,E8EB361E-0039-4BC2-936E-70EB3BF5E7B4,2CC4AB94-D021-4EC4-AD4C-CCFCD36DCC15,01/19,2808,60,FT,ASPH
12993,2620B6C8-3BAD-4FD9-B3C6-A37534EDE4EE,1BA29C68-134B-4C1C-987E-6A4C8D8CD5BD,01/19,2764,25,FT,ASPH
13012,DB02ED0A-6FD4-4A39-97FB-CDC97663686A,30973BCB-F8E9-4698-ACBE-9D77E6DC7AC9,01/19,4502,75,FT,ASPH
13040,307F8E17-4D88-4455-A626-A6C239E81D4F,CF2A8F49-EA87-41C9-8EFF-0893DAF119BA,01/19,4346,75,FT,ASPH
13100,30FC21B2-5ADD-4E34-B53C-192837006D80,E7DB9C12-A789-4CCC-987D-C9D505C9026E,01/19,3260,28,FT,ASPH
13119,671F21F9-CE30-4799-A3D9-74C40768F6B3,23622A85-2ECA-47CA-AB5D-084762DD2D80,01/19,5201,75,FT,ASPH
13124,D35AC2AF-B4AE-45D8-A4BA-E01A6D4B6296,7CF49486-07D3-4870-AF5A-AC794E0070CC,01/19,4000,60,FT,ASPH
13188,CEA4E0A6-19AC-44DD-9C0B-6B7B3B887D0F,819F9BEA-3BC5-4F33-BBCE-7D8DD1B50E0A,01/19,3000,300,FT,ASPH
13190,65CC970E-24B4-4721-8A33-0BC30C76FDC7,1FAA3353-BBC8-4A75-A0F8-D5C901CCC961,01/19,1804,60,FT,ASPH
13217,942D2081-43F5-4F4D-BC33-918AB67733D4,F5602A43-C089-4AA3-8231-9203322113F9,01/19,2840,50,FT,ASPH
13282,40233FBD-4FD7-48F7-9A1C-1E3E7BC0A160,173A3ECA-67B3-4A51-8071-CA0305B466CC,01/19,2868,60,FT,ASPH
13641,F760440F-1DA0-4F6B-ACF2-4DF52D194305,DE335D28-3DC2-4A53-A384-09AD9EFCC913,01/19,3010,60,FT,ASPH
13723,BF439DF5-9765-42B8-B767-025578ED2378,53A8EA4A-D83E-4697-90F4-F343D4D31ACA,01/19,3300,60,FT,ASPH
13942,EBFD02E8-886E-4A64-BBCA-AD200281DF99,466D6D47-2FC0-466F-974F-46F4F7051B9A,01/19,2560,300,FT,ASPH
14142,BC08BAAA-88D8-414B-84F2-32E86D4C563A,AA6E2950-CD87-4DF3-A030-7A6C270A3AE8,01/19,1300,300,FT,ASPH
14235,1275A111-9740-49D8-84B2-F99B37F9CE37,C2429A70-3FE8-4FA1-9F97-B187F3C12BE1,01/19,2911,75,FT,ASPH
14599,67F0FA55-3FF7-447E-84D8-D924DDE99C7A,EE3219C5-CDC8-4854-892E-1050B97EE0A5,01/19,3786,50,FT,ASPH
14823,87169F44-8B61-4F71-9F17-BD4ECC309B77,CE82EEA6-C2DB-46ED-A250-05E94D4D9D15,01/19,2455,50,FT,ASPH
14862,54F344E9-FEFF-445A-B1E8-3C42671AC9C8,439BE7A8-D5A0-4650-B386-4DBF83645311,01/19,2007,50,FT,ASPH
14938,B02AAC79-2416-466F-9F0E-179B0960D2CA,C90E61A8-C2A4-41A5-B035-40D852F365CD,01/19,3800,75,FT,ASPH
14974,006D0F3D-EC4B-467B-8C27-77949148E1DC,E0525CC9-6603-42ED-89F9-2A461F5234E1,01/19,6000,150,FT,ASPH
15116,8774A261-5DD0-43A6-B30B-4B7BA2379F4D,344A4989-8A55-43BA-8AF8-4AD0C4DFB81A,01/19,5393,100,FT,ASPH
15127,9C5DE5E1-624B-4C10-B530-2C79842476B8,7BB41DE1-C625-4036-88A6-B8FAC172C29A,01/19,3700,75,FT,ASPH
15168,7AD2E0FC-4557-4B02-BE35-7F777B674562,7EC84B2F-6C19-4459-B228-4FE483C08311,01/19,3189,60,FT,ASPH
15346,AF654338-FAA5-46D0-8C55-06CFAED691C2,0CBE99C3-B27A-4267-B845-205CA5010B0E,01/19,4506,100,FT,ASPH
15450,39835D73-8947-4564-9D0B-C0B55CAD5AAC,E51EC56A-76CF-432C-A444-2C55F1B1F761,01/19,5004,100,FT,ASPH
15570,74A05770-0EDA-4823-8781-FB2D6DACF71B,B3257543-C2B7-406E-BA75-68DDFEABFB83,01/19,5007,75,FT,ASPH
15574,76C1AA7B-17AA-4DAB-8747-DD78AEF70EEB,B169A457-1EA2-4D24-894C-CF4952D070FA,01/19,3000,300,FT,ASPH
15616,7C82C38D-CAC9-466F-AC5B-820856C29E92,B80C15F1-C2AB-4FA7-9663-4C0B29F5EDCD,01/19,5507,100,FT,ASPH
15633,751758C6-6CD4-4DDA-8BC8-7DEE072B5BA7,E399B920-FF53-43DE-ACA9-E8D3E9FAEA27,01/19,5200,75,FT,ASPH
15637,43038AE9-5E33-4C9E-9CC1-3A9353C5088D,6E7B2B63-E5BF-4840-A992-C170A6F68C4F,01/19,5000,100,FT,ASPH
15692,92ED0E77-9710-49B5-8850-29CE6281EA34,879BA123-0918-478D-82C8-AFB36E439E00,01/19,5000,100,FT,ASPH
15717,1E07DEF0-3E79-467E-9AD5-A8DEA3394929,AE23E72B-7BD8-4BAB-8850-1B5E66760EAD,01/19,5546,100,FT,ASPH
15721,8DBD099C-39DF-4203-89C7-5A0191F6A7B1,E09D4B9E-E829-4CAF-9AA0-2E7E07E6913A,01/19,5000,75,FT,ASPH
15732,DE60FA06-24A6-4C41-9D00-1A832DF4CBA5,7A2F6A31-AAAD-42F2-8F3B-3F2EC7548D14,01/19,6503,100,FT,ASPH
15760,A75E58F8-BF6F-4611-91E7-CBA3B533D092,5FD0AD71-0861-444B-A2D7-40EA3983F99F,01/19,6002,75,FT,ASPH
15839,3C6F5A4A-7952-43DC-88BE-40066BFDFA0E,43CD2FDA-3565-44F0-B652-F4F8AAB742C0,01/19,3450,300,FT,ASPH
